"","gene_id","gene_type"
"9045","ENSMUSG00000047545","protein_coding"
"9046","ENSMUSG00000050281","protein_coding"
"9047","ENSMUSG00000058662","protein_coding"
"9048","ENSMUSG00000061626","protein_coding"
"9049","ENSMUSG00000047535","protein_coding"
"9050","ENSMUSG00000073940","protein_coding"
"9051","ENSMUSG00000052305","protein_coding"
"9052","ENSMUSG00000078621","protein_coding"
"9053","ENSMUSG00000052217","protein_coding"
"9054","ENSMUSG00000052187","protein_coding"
"9055","ENSMUSG00000058200","protein_coding"
"9056","ENSMUSG00000063615","protein_coding"
"9057","ENSMUSG00000110259","protein_coding"
"9058","ENSMUSG00000042219","protein_coding"
"9059","ENSMUSG00000073938","protein_coding"
"9060","ENSMUSG00000073937","protein_coding"
"9061","ENSMUSG00000080751","protein_coding"
"9062","ENSMUSG00000094520","protein_coding"
"9063","ENSMUSG00000094063","protein_coding"
"9064","ENSMUSG00000109824","protein_coding"
"9065","ENSMUSG00000066263","protein_coding"
"9066","ENSMUSG00000066262","protein_coding"
"9067","ENSMUSG00000073932","protein_coding"
"9068","ENSMUSG00000049797","protein_coding"
"9069","ENSMUSG00000090219","protein_coding"
"9070","ENSMUSG00000110012","protein_coding"
"9071","ENSMUSG00000051340","protein_coding"
"9072","ENSMUSG00000073931","protein_coding"
"9073","ENSMUSG00000055643","protein_coding"
"9074","ENSMUSG00000051618","protein_coding"
"9075","ENSMUSG00000051437","protein_coding"
"9076","ENSMUSG00000044265","protein_coding"
"9077","ENSMUSG00000042909","protein_coding"
"9078","ENSMUSG00000044899","protein_coding"
"9079","ENSMUSG00000081859","protein_coding"
"9080","ENSMUSG00000072244","protein_coding"
"9081","ENSMUSG00000056144","protein_coding"
"9082","ENSMUSG00000060441","protein_coding"
"9083","ENSMUSG00000066258","protein_coding"
"9084","ENSMUSG00000090215","protein_coding"
"9085","ENSMUSG00000057143","protein_coding"
"9086","ENSMUSG00000052749","protein_coding"
"9087","ENSMUSG00000078616","protein_coding"
"9088","ENSMUSG00000030921","protein_coding"
"9089","ENSMUSG00000057596","protein_coding"
"9090","ENSMUSG00000073928","protein_coding"
"9091","ENSMUSG00000073927","protein_coding"
"9092","ENSMUSG00000073926","protein_coding"
"9093","ENSMUSG00000073925","protein_coding"
"9094","ENSMUSG00000051182","protein_coding"
"9095","ENSMUSG00000073924","protein_coding"
"9096","ENSMUSG00000073923","protein_coding"
"9097","ENSMUSG00000070421","protein_coding"
"9098","ENSMUSG00000073922","protein_coding"
"9099","ENSMUSG00000073920","protein_coding"
"9100","ENSMUSG00000109806","protein_coding"
"9101","ENSMUSG00000051885","protein_coding"
"9102","ENSMUSG00000043073","protein_coding"
"9103","ENSMUSG00000062369","protein_coding"
"9104","ENSMUSG00000054568","protein_coding"
"9105","ENSMUSG00000073917","protein_coding"
"9106","ENSMUSG00000063582","protein_coding"
"9107","ENSMUSG00000056782","protein_coding"
"9108","ENSMUSG00000057770","protein_coding"
"9109","ENSMUSG00000073916","protein_coding"
"9110","ENSMUSG00000044705","protein_coding"
"9111","ENSMUSG00000094531","protein_coding"
"9112","ENSMUSG00000051172","protein_coding"
"9113","ENSMUSG00000096773","protein_coding"
"9114","ENSMUSG00000073915","protein_coding"
"9115","ENSMUSG00000073914","protein_coding"
"9116","ENSMUSG00000073913","protein_coding"
"9117","ENSMUSG00000096029","protein_coding"
"9118","ENSMUSG00000041885","protein_coding"
"9119","ENSMUSG00000095248","protein_coding"
"9120","ENSMUSG00000059768","protein_coding"
"9121","ENSMUSG00000044120","protein_coding"
"9122","ENSMUSG00000047225","protein_coding"
"9123","ENSMUSG00000047794","protein_coding"
"9124","ENSMUSG00000048425","protein_coding"
"9125","ENSMUSG00000073909","protein_coding"
"9126","ENSMUSG00000073907","protein_coding"
"9127","ENSMUSG00000050266","protein_coding"
"9128","ENSMUSG00000043948","protein_coding"
"9129","ENSMUSG00000073906","protein_coding"
"9130","ENSMUSG00000044465","protein_coding"
"9131","ENSMUSG00000078611","protein_coding"
"9132","ENSMUSG00000030897","protein_coding"
"9133","ENSMUSG00000030898","protein_coding"
"9134","ENSMUSG00000037060","protein_coding"
"9135","ENSMUSG00000037049","protein_coding"
"9136","ENSMUSG00000037032","protein_coding"
"9137","ENSMUSG00000030895","protein_coding"
"9138","ENSMUSG00000036989","protein_coding"
"9139","ENSMUSG00000030881","protein_coding"
"9140","ENSMUSG00000089847","protein_coding"
"9141","ENSMUSG00000110234","protein_coding"
"9142","ENSMUSG00000030882","protein_coding"
"9143","ENSMUSG00000030888","protein_coding"
"9144","ENSMUSG00000030890","protein_coding"
"9145","ENSMUSG00000043866","protein_coding"
"9146","ENSMUSG00000030894","protein_coding"
"9147","ENSMUSG00000036862","protein_coding"
"9148","ENSMUSG00000030879","protein_coding"
"9149","ENSMUSG00000078606","protein_coding"
"9150","ENSMUSG00000045868","protein_coding"
"9151","ENSMUSG00000051680","protein_coding"
"9152","ENSMUSG00000064223","protein_coding"
"9153","ENSMUSG00000108948","protein_coding"
"9154","ENSMUSG00000051591","protein_coding"
"9155","ENSMUSG00000059087","protein_coding"
"9156","ENSMUSG00000096714","protein_coding"
"9157","ENSMUSG00000094493","protein_coding"
"9158","ENSMUSG00000036744","protein_coding"
"9159","ENSMUSG00000056863","protein_coding"
"9160","ENSMUSG00000073901","protein_coding"
"9161","ENSMUSG00000073900","protein_coding"
"9162","ENSMUSG00000109058","protein_coding"
"9163","ENSMUSG00000109354","protein_coding"
"9164","ENSMUSG00000069390","protein_coding"
"9165","ENSMUSG00000073899","protein_coding"
"9166","ENSMUSG00000062553","protein_coding"
"9167","ENSMUSG00000045581","protein_coding"
"9168","ENSMUSG00000036647","protein_coding"
"9169","ENSMUSG00000045013","protein_coding"
"9170","ENSMUSG00000070417","protein_coding"
"9171","ENSMUSG00000073898","protein_coding"
"9172","ENSMUSG00000049674","protein_coding"
"9173","ENSMUSG00000073897","protein_coding"
"9174","ENSMUSG00000062987","protein_coding"
"9175","ENSMUSG00000060503","protein_coding"
"9176","ENSMUSG00000073896","protein_coding"
"9177","ENSMUSG00000016626","protein_coding"
"9178","ENSMUSG00000073894","protein_coding"
"9179","ENSMUSG00000062542","protein_coding"
"9180","ENSMUSG00000051041","protein_coding"
"9181","ENSMUSG00000036528","protein_coding"
"9182","ENSMUSG00000048065","protein_coding"
"9183","ENSMUSG00000048236","protein_coding"
"9184","ENSMUSG00000066242","protein_coding"
"9185","ENSMUSG00000095910","protein_coding"
"9186","ENSMUSG00000109542","protein_coding"
"9187","ENSMUSG00000073893","protein_coding"
"9188","ENSMUSG00000095212","protein_coding"
"9189","ENSMUSG00000094197","protein_coding"
"9190","ENSMUSG00000095301","protein_coding"
"9191","ENSMUSG00000096151","protein_coding"
"9192","ENSMUSG00000094426","protein_coding"
"9193","ENSMUSG00000043855","protein_coding"
"9194","ENSMUSG00000063120","protein_coding"
"9195","ENSMUSG00000054236","protein_coding"
"9196","ENSMUSG00000059031","protein_coding"
"9197","ENSMUSG00000078118","protein_coding"
"9198","ENSMUSG00000110171","protein_coding"
"9199","ENSMUSG00000108995","protein_coding"
"9200","ENSMUSG00000096068","protein_coding"
"9201","ENSMUSG00000095929","protein_coding"
"9202","ENSMUSG00000096465","protein_coding"
"9203","ENSMUSG00000109884","protein_coding"
"9204","ENSMUSG00000094612","protein_coding"
"9205","ENSMUSG00000109497","protein_coding"
"9206","ENSMUSG00000093980","protein_coding"
"9207","ENSMUSG00000109631","protein_coding"
"9208","ENSMUSG00000110253","protein_coding"
"9209","ENSMUSG00000095239","protein_coding"
"9210","ENSMUSG00000096679","protein_coding"
"9211","ENSMUSG00000110204","protein_coding"
"9212","ENSMUSG00000058014","protein_coding"
"9213","ENSMUSG00000060759","protein_coding"
"9214","ENSMUSG00000060105","protein_coding"
"9215","ENSMUSG00000058244","protein_coding"
"9216","ENSMUSG00000061000","protein_coding"
"9217","ENSMUSG00000063764","protein_coding"
"9218","ENSMUSG00000049280","protein_coding"
"9219","ENSMUSG00000096209","protein_coding"
"9220","ENSMUSG00000056946","protein_coding"
"9221","ENSMUSG00000051200","protein_coding"
"9222","ENSMUSG00000066241","protein_coding"
"9223","ENSMUSG00000062434","protein_coding"
"9224","ENSMUSG00000066240","protein_coding"
"9225","ENSMUSG00000046431","protein_coding"
"9226","ENSMUSG00000066239","protein_coding"
"9227","ENSMUSG00000049709","protein_coding"
"9228","ENSMUSG00000031029","protein_coding"
"9229","ENSMUSG00000031028","protein_coding"
"9230","ENSMUSG00000048330","protein_coding"
"9231","ENSMUSG00000036111","protein_coding"
"9232","ENSMUSG00000031027","protein_coding"
"9233","ENSMUSG00000031026","protein_coding"
"9234","ENSMUSG00000046364","protein_coding"
"9235","ENSMUSG00000031024","protein_coding"
"9236","ENSMUSG00000031023","protein_coding"
"9237","ENSMUSG00000031022","protein_coding"
"9238","ENSMUSG00000035951","protein_coding"
"9239","ENSMUSG00000031021","protein_coding"
"9240","ENSMUSG00000034825","protein_coding"
"9241","ENSMUSG00000007279","protein_coding"
"9242","ENSMUSG00000035901","protein_coding"
"9243","ENSMUSG00000047554","protein_coding"
"9244","ENSMUSG00000066232","protein_coding"
"9245","ENSMUSG00000061079","protein_coding"
"9246","ENSMUSG00000031016","protein_coding"
"9247","ENSMUSG00000031015","protein_coding"
"9248","ENSMUSG00000038371","protein_coding"
"9249","ENSMUSG00000030790","protein_coding"
"9250","ENSMUSG00000005686","protein_coding"
"9251","ENSMUSG00000030788","protein_coding"
"9252","ENSMUSG00000030787","protein_coding"
"9253","ENSMUSG00000005611","protein_coding"
"9254","ENSMUSG00000005609","protein_coding"
"9255","ENSMUSG00000005610","protein_coding"
"9256","ENSMUSG00000038296","protein_coding"
"9257","ENSMUSG00000059263","protein_coding"
"9258","ENSMUSG00000030772","protein_coding"
"9259","ENSMUSG00000038244","protein_coding"
"9260","ENSMUSG00000030770","protein_coding"
"9261","ENSMUSG00000055320","protein_coding"
"9262","ENSMUSG00000098132","protein_coding"
"9263","ENSMUSG00000055116","protein_coding"
"9264","ENSMUSG00000038187","protein_coding"
"9265","ENSMUSG00000059077","protein_coding"
"9266","ENSMUSG00000030759","protein_coding"
"9267","ENSMUSG00000038156","protein_coding"
"9268","ENSMUSG00000055723","protein_coding"
"9269","ENSMUSG00000030754","protein_coding"
"9270","ENSMUSG00000030751","protein_coding"
"9271","ENSMUSG00000030671","protein_coding"
"9272","ENSMUSG00000030670","protein_coding"
"9273","ENSMUSG00000030669","protein_coding"
"9274","ENSMUSG00000030666","protein_coding"
"9275","ENSMUSG00000048782","protein_coding"
"9276","ENSMUSG00000051910","protein_coding"
"9277","ENSMUSG00000030663","protein_coding"
"9278","ENSMUSG00000045659","protein_coding"
"9279","ENSMUSG00000090862","protein_coding"
"9280","ENSMUSG00000030660","protein_coding"
"9281","ENSMUSG00000030659","protein_coding"
"9282","ENSMUSG00000030657","protein_coding"
"9283","ENSMUSG00000008683","protein_coding"
"9284","ENSMUSG00000030654","protein_coding"
"9285","ENSMUSG00000030655","protein_coding"
"9286","ENSMUSG00000058420","protein_coding"
"9287","ENSMUSG00000095115","protein_coding"
"9288","ENSMUSG00000030652","protein_coding"
"9289","ENSMUSG00000042246","protein_coding"
"9290","ENSMUSG00000030650","protein_coding"
"9291","ENSMUSG00000033917","protein_coding"
"9292","ENSMUSG00000033904","protein_coding"
"9293","ENSMUSG00000030982","protein_coding"
"9294","ENSMUSG00000030980","protein_coding"
"9295","ENSMUSG00000073856","protein_coding"
"9296","ENSMUSG00000008734","protein_coding"
"9297","ENSMUSG00000066197","protein_coding"
"9298","ENSMUSG00000030954","protein_coding"
"9299","ENSMUSG00000030963","protein_coding"
"9300","ENSMUSG00000030968","protein_coding"
"9301","ENSMUSG00000030972","protein_coding"
"9302","ENSMUSG00000030945","protein_coding"
"9303","ENSMUSG00000033533","protein_coding"
"9304","ENSMUSG00000047026","protein_coding"
"9305","ENSMUSG00000030942","protein_coding"
"9306","ENSMUSG00000030935","protein_coding"
"9307","ENSMUSG00000030929","protein_coding"
"9308","ENSMUSG00000030924","protein_coding"
"9309","ENSMUSG00000048787","protein_coding"
"9310","ENSMUSG00000030922","protein_coding"
"9311","ENSMUSG00000052273","protein_coding"
"9312","ENSMUSG00000030917","protein_coding"
"9313","ENSMUSG00000030911","protein_coding"
"9314","ENSMUSG00000030909","protein_coding"
"9315","ENSMUSG00000030905","protein_coding"
"9316","ENSMUSG00000062017","protein_coding"
"9317","ENSMUSG00000054746","protein_coding"
"9318","ENSMUSG00000051900","protein_coding"
"9319","ENSMUSG00000030884","protein_coding"
"9320","ENSMUSG00000030887","protein_coding"
"9321","ENSMUSG00000046096","protein_coding"
"9322","ENSMUSG00000030889","protein_coding"
"9323","ENSMUSG00000109392","protein_coding"
"9324","ENSMUSG00000035064","protein_coding"
"9325","ENSMUSG00000030880","protein_coding"
"9326","ENSMUSG00000030878","protein_coding"
"9327","ENSMUSG00000030877","protein_coding"
"9328","ENSMUSG00000030876","protein_coding"
"9329","ENSMUSG00000035004","protein_coding"
"9330","ENSMUSG00000034990","protein_coding"
"9331","ENSMUSG00000046321","protein_coding"
"9332","ENSMUSG00000063317","protein_coding"
"9333","ENSMUSG00000000216","protein_coding"
"9334","ENSMUSG00000030873","protein_coding"
"9335","ENSMUSG00000034951","protein_coding"
"9336","ENSMUSG00000030872","protein_coding"
"9337","ENSMUSG00000030871","protein_coding"
"9338","ENSMUSG00000030870","protein_coding"
"9339","ENSMUSG00000030869","protein_coding"
"9340","ENSMUSG00000044702","protein_coding"
"9341","ENSMUSG00000030868","protein_coding"
"9342","ENSMUSG00000030867","protein_coding"
"9343","ENSMUSG00000030866","protein_coding"
"9344","ENSMUSG00000030865","protein_coding"
"9345","ENSMUSG00000052889","protein_coding"
"9346","ENSMUSG00000066189","protein_coding"
"9347","ENSMUSG00000030779","protein_coding"
"9348","ENSMUSG00000052707","protein_coding"
"9349","ENSMUSG00000030769","protein_coding"
"9350","ENSMUSG00000030766","protein_coding"
"9351","ENSMUSG00000030763","protein_coding"
"9352","ENSMUSG00000030762","protein_coding"
"9353","ENSMUSG00000030757","protein_coding"
"9354","ENSMUSG00000078591","protein_coding"
"9355","ENSMUSG00000030752","protein_coding"
"9356","ENSMUSG00000030750","protein_coding"
"9357","ENSMUSG00000030748","protein_coding"
"9358","ENSMUSG00000030745","protein_coding"
"9359","ENSMUSG00000032777","protein_coding"
"9360","ENSMUSG00000032743","protein_coding"
"9361","ENSMUSG00000046182","protein_coding"
"9362","ENSMUSG00000000131","protein_coding"
"9363","ENSMUSG00000042978","protein_coding"
"9364","ENSMUSG00000030742","protein_coding"
"9365","ENSMUSG00000030741","protein_coding"
"9366","ENSMUSG00000030722","protein_coding"
"9367","ENSMUSG00000030724","protein_coding"
"9368","ENSMUSG00000030727","protein_coding"
"9369","ENSMUSG00000030730","protein_coding"
"9370","ENSMUSG00000030733","protein_coding"
"9371","ENSMUSG00000073838","protein_coding"
"9372","ENSMUSG00000032637","protein_coding"
"9373","ENSMUSG00000030738","protein_coding"
"9374","ENSMUSG00000030720","protein_coding"
"9375","ENSMUSG00000042759","protein_coding"
"9376","ENSMUSG00000044701","protein_coding"
"9377","ENSMUSG00000030717","protein_coding"
"9378","ENSMUSG00000030714","protein_coding"
"9379","ENSMUSG00000030711","protein_coding"
"9380","ENSMUSG00000059772","protein_coding"
"9381","ENSMUSG00000047721","protein_coding"
"9382","ENSMUSG00000030707","protein_coding"
"9383","ENSMUSG00000063065","protein_coding"
"9384","ENSMUSG00000030703","protein_coding"
"9385","ENSMUSG00000042675","protein_coding"
"9386","ENSMUSG00000030699","protein_coding"
"9387","ENSMUSG00000030697","protein_coding"
"9388","ENSMUSG00000030695","protein_coding"
"9389","ENSMUSG00000058966","protein_coding"
"9390","ENSMUSG00000114515","protein_coding"
"9391","ENSMUSG00000045989","protein_coding"
"9392","ENSMUSG00000052301","protein_coding"
"9393","ENSMUSG00000030689","protein_coding"
"9394","ENSMUSG00000042606","protein_coding"
"9395","ENSMUSG00000059981","protein_coding"
"9396","ENSMUSG00000060538","protein_coding"
"9397","ENSMUSG00000030685","protein_coding"
"9398","ENSMUSG00000046378","protein_coding"
"9399","ENSMUSG00000030683","protein_coding"
"9400","ENSMUSG00000097075","protein_coding"
"9401","ENSMUSG00000030682","protein_coding"
"9402","ENSMUSG00000030681","protein_coding"
"9403","ENSMUSG00000030680","protein_coding"
"9404","ENSMUSG00000107068","protein_coding"
"9405","ENSMUSG00000045114","protein_coding"
"9406","ENSMUSG00000030678","protein_coding"
"9407","ENSMUSG00000030677","protein_coding"
"9408","ENSMUSG00000049350","protein_coding"
"9409","ENSMUSG00000045165","protein_coding"
"9410","ENSMUSG00000030674","protein_coding"
"9411","ENSMUSG00000051457","protein_coding"
"9412","ENSMUSG00000042502","protein_coding"
"9413","ENSMUSG00000042492","protein_coding"
"9414","ENSMUSG00000030672","protein_coding"
"9415","ENSMUSG00000000486","protein_coding"
"9416","ENSMUSG00000045598","protein_coding"
"9417","ENSMUSG00000054716","protein_coding"
"9418","ENSMUSG00000042462","protein_coding"
"9419","ENSMUSG00000049091","protein_coding"
"9420","ENSMUSG00000030830","protein_coding"
"9421","ENSMUSG00000047371","protein_coding"
"9422","ENSMUSG00000054381","protein_coding"
"9423","ENSMUSG00000030823","protein_coding"
"9424","ENSMUSG00000078580","protein_coding"
"9425","ENSMUSG00000045757","protein_coding"
"9426","ENSMUSG00000045251","protein_coding"
"9427","ENSMUSG00000048921","protein_coding"
"9428","ENSMUSG00000030822","protein_coding"
"9429","ENSMUSG00000042423","protein_coding"
"9430","ENSMUSG00000053877","protein_coding"
"9431","ENSMUSG00000107023","protein_coding"
"9432","ENSMUSG00000106715","protein_coding"
"9433","ENSMUSG00000030815","protein_coding"
"9434","ENSMUSG00000057176","protein_coding"
"9435","ENSMUSG00000030816","protein_coding"
"9436","ENSMUSG00000045639","protein_coding"
"9437","ENSMUSG00000030814","protein_coding"
"9438","ENSMUSG00000042340","protein_coding"
"9439","ENSMUSG00000060034","protein_coding"
"9440","ENSMUSG00000030811","protein_coding"
"9441","ENSMUSG00000043964","protein_coding"
"9442","ENSMUSG00000042308","protein_coding"
"9443","ENSMUSG00000108815","protein_coding"
"9444","ENSMUSG00000042289","protein_coding"
"9445","ENSMUSG00000030806","protein_coding"
"9446","ENSMUSG00000030805","protein_coding"
"9447","ENSMUSG00000049728","protein_coding"
"9448","ENSMUSG00000049739","protein_coding"
"9449","ENSMUSG00000044139","protein_coding"
"9450","ENSMUSG00000030804","protein_coding"
"9451","ENSMUSG00000096145","protein_coding"
"9452","ENSMUSG00000030802","protein_coding"
"9453","ENSMUSG00000030801","protein_coding"
"9454","ENSMUSG00000030800","protein_coding"
"9455","ENSMUSG00000070371","protein_coding"
"9456","ENSMUSG00000030795","protein_coding"
"9457","ENSMUSG00000030793","protein_coding"
"9458","ENSMUSG00000042828","protein_coding"
"9459","ENSMUSG00000030786","protein_coding"
"9460","ENSMUSG00000108596","protein_coding"
"9461","ENSMUSG00000030789","protein_coding"
"9462","ENSMUSG00000070369","protein_coding"
"9463","ENSMUSG00000030785","protein_coding"
"9464","ENSMUSG00000062944","protein_coding"
"9465","ENSMUSG00000042178","protein_coding"
"9466","ENSMUSG00000030782","protein_coding"
"9467","ENSMUSG00000030781","protein_coding"
"9468","ENSMUSG00000030780","protein_coding"
"9469","ENSMUSG00000030844","protein_coding"
"9470","ENSMUSG00000030846","protein_coding"
"9471","ENSMUSG00000030847","protein_coding"
"9472","ENSMUSG00000042105","protein_coding"
"9473","ENSMUSG00000048170","protein_coding"
"9474","ENSMUSG00000055319","protein_coding"
"9475","ENSMUSG00000070366","protein_coding"
"9476","ENSMUSG00000042055","protein_coding"
"9477","ENSMUSG00000030849","protein_coding"
"9478","ENSMUSG00000030850","protein_coding"
"9479","ENSMUSG00000040331","protein_coding"
"9480","ENSMUSG00000030852","protein_coding"
"9481","ENSMUSG00000040298","protein_coding"
"9482","ENSMUSG00000040268","protein_coding"
"9483","ENSMUSG00000006205","protein_coding"
"9484","ENSMUSG00000047517","protein_coding"
"9485","ENSMUSG00000013668","protein_coding"
"9486","ENSMUSG00000006204","protein_coding"
"9487","ENSMUSG00000040205","protein_coding"
"9488","ENSMUSG00000030858","protein_coding"
"9489","ENSMUSG00000030859","protein_coding"
"9490","ENSMUSG00000040177","protein_coding"
"9491","ENSMUSG00000063179","protein_coding"
"9492","ENSMUSG00000040167","protein_coding"
"9493","ENSMUSG00000030861","protein_coding"
"9494","ENSMUSG00000040148","protein_coding"
"9495","ENSMUSG00000050100","protein_coding"
"9496","ENSMUSG00000066979","protein_coding"
"9497","ENSMUSG00000040125","protein_coding"
"9498","ENSMUSG00000030862","protein_coding"
"9499","ENSMUSG00000030930","protein_coding"
"9500","ENSMUSG00000030934","protein_coding"
"9501","ENSMUSG00000048528","protein_coding"
"9502","ENSMUSG00000030946","protein_coding"
"9503","ENSMUSG00000030956","protein_coding"
"9504","ENSMUSG00000030960","protein_coding"
"9505","ENSMUSG00000030965","protein_coding"
"9506","ENSMUSG00000030967","protein_coding"
"9507","ENSMUSG00000030970","protein_coding"
"9508","ENSMUSG00000030976","protein_coding"
"9509","ENSMUSG00000039990","protein_coding"
"9510","ENSMUSG00000030981","protein_coding"
"9511","ENSMUSG00000030979","protein_coding"
"9512","ENSMUSG00000030983","protein_coding"
"9513","ENSMUSG00000030986","protein_coding"
"9514","ENSMUSG00000053111","protein_coding"
"9515","ENSMUSG00000054555","protein_coding"
"9516","ENSMUSG00000030994","protein_coding"
"9517","ENSMUSG00000058325","protein_coding"
"9518","ENSMUSG00000073805","protein_coding"
"9519","ENSMUSG00000073804","protein_coding"
"9520","ENSMUSG00000048377","protein_coding"
"9521","ENSMUSG00000050866","protein_coding"
"9522","ENSMUSG00000041836","protein_coding"
"9523","ENSMUSG00000031004","protein_coding"
"9524","ENSMUSG00000054612","protein_coding"
"9525","ENSMUSG00000010476","protein_coding"
"9526","ENSMUSG00000040139","protein_coding"
"9527","ENSMUSG00000031068","protein_coding"
"9528","ENSMUSG00000091002","protein_coding"
"9529","ENSMUSG00000041775","protein_coding"
"9530","ENSMUSG00000041769","protein_coding"
"9531","ENSMUSG00000078566","protein_coding"
"9532","ENSMUSG00000056856","protein_coding"
"9533","ENSMUSG00000025478","protein_coding"
"9534","ENSMUSG00000015981","protein_coding"
"9535","ENSMUSG00000015980","protein_coding"
"9536","ENSMUSG00000060260","protein_coding"
"9537","ENSMUSG00000025477","protein_coding"
"9538","ENSMUSG00000041309","protein_coding"
"9539","ENSMUSG00000049571","protein_coding"
"9540","ENSMUSG00000025475","protein_coding"
"9541","ENSMUSG00000066129","protein_coding"
"9542","ENSMUSG00000047751","protein_coding"
"9543","ENSMUSG00000073795","protein_coding"
"9544","ENSMUSG00000025473","protein_coding"
"9545","ENSMUSG00000025474","protein_coding"
"9546","ENSMUSG00000025470","protein_coding"
"9547","ENSMUSG00000025469","protein_coding"
"9548","ENSMUSG00000025468","protein_coding"
"9549","ENSMUSG00000025467","protein_coding"
"9550","ENSMUSG00000025466","protein_coding"
"9551","ENSMUSG00000025465","protein_coding"
"9552","ENSMUSG00000025464","protein_coding"
"9553","ENSMUSG00000039018","protein_coding"
"9554","ENSMUSG00000045733","protein_coding"
"9555","ENSMUSG00000051180","protein_coding"
"9556","ENSMUSG00000051051","protein_coding"
"9557","ENSMUSG00000050366","protein_coding"
"9558","ENSMUSG00000025461","protein_coding"
"9559","ENSMUSG00000054672","protein_coding"
"9560","ENSMUSG00000061489","protein_coding"
"9561","ENSMUSG00000062782","protein_coding"
"9562","ENSMUSG00000060112","protein_coding"
"9563","ENSMUSG00000060974","protein_coding"
"9564","ENSMUSG00000062712","protein_coding"
"9565","ENSMUSG00000063823","protein_coding"
"9566","ENSMUSG00000056883","protein_coding"
"9567","ENSMUSG00000063230","protein_coding"
"9568","ENSMUSG00000052508","protein_coding"
"9569","ENSMUSG00000110092","protein_coding"
"9570","ENSMUSG00000095901","protein_coding"
"9571","ENSMUSG00000093942","protein_coding"
"9572","ENSMUSG00000096069","protein_coding"
"9573","ENSMUSG00000094819","protein_coding"
"9574","ENSMUSG00000059136","protein_coding"
"9575","ENSMUSG00000066122","protein_coding"
"9576","ENSMUSG00000057997","protein_coding"
"9577","ENSMUSG00000025479","protein_coding"
"9578","ENSMUSG00000025480","protein_coding"
"9579","ENSMUSG00000060314","protein_coding"
"9580","ENSMUSG00000110136","protein_coding"
"9581","ENSMUSG00000025481","protein_coding"
"9582","ENSMUSG00000038801","protein_coding"
"9583","ENSMUSG00000025482","protein_coding"
"9584","ENSMUSG00000025484","protein_coding"
"9585","ENSMUSG00000025485","protein_coding"
"9586","ENSMUSG00000025486","protein_coding"
"9587","ENSMUSG00000025487","protein_coding"
"9588","ENSMUSG00000025488","protein_coding"
"9589","ENSMUSG00000038745","protein_coding"
"9590","ENSMUSG00000062031","protein_coding"
"9591","ENSMUSG00000025489","protein_coding"
"9592","ENSMUSG00000110104","protein_coding"
"9593","ENSMUSG00000060591","protein_coding"
"9594","ENSMUSG00000025491","protein_coding"
"9595","ENSMUSG00000025492","protein_coding"
"9596","ENSMUSG00000059108","protein_coding"
"9597","ENSMUSG00000055629","protein_coding"
"9598","ENSMUSG00000054065","protein_coding"
"9599","ENSMUSG00000025494","protein_coding"
"9600","ENSMUSG00000054662","protein_coding"
"9601","ENSMUSG00000025495","protein_coding"
"9602","ENSMUSG00000038650","protein_coding"
"9603","ENSMUSG00000025499","protein_coding"
"9604","ENSMUSG00000038637","protein_coding"
"9605","ENSMUSG00000025500","protein_coding"
"9606","ENSMUSG00000038618","protein_coding"
"9607","ENSMUSG00000038611","protein_coding"
"9608","ENSMUSG00000025498","protein_coding"
"9609","ENSMUSG00000025497","protein_coding"
"9610","ENSMUSG00000038580","protein_coding"
"9611","ENSMUSG00000025496","protein_coding"
"9612","ENSMUSG00000058886","protein_coding"
"9613","ENSMUSG00000025505","protein_coding"
"9614","ENSMUSG00000025504","protein_coding"
"9615","ENSMUSG00000025503","protein_coding"
"9616","ENSMUSG00000051007","protein_coding"
"9617","ENSMUSG00000060240","protein_coding"
"9618","ENSMUSG00000019082","protein_coding"
"9619","ENSMUSG00000025507","protein_coding"
"9620","ENSMUSG00000025508","protein_coding"
"9621","ENSMUSG00000025509","protein_coding"
"9622","ENSMUSG00000048200","protein_coding"
"9623","ENSMUSG00000025510","protein_coding"
"9624","ENSMUSG00000038489","protein_coding"
"9625","ENSMUSG00000025511","protein_coding"
"9626","ENSMUSG00000025512","protein_coding"
"9627","ENSMUSG00000002957","protein_coding"
"9628","ENSMUSG00000118661","protein_coding"
"9629","ENSMUSG00000025515","protein_coding"
"9630","ENSMUSG00000037974","protein_coding"
"9631","ENSMUSG00000066108","protein_coding"
"9632","ENSMUSG00000025139","protein_coding"
"9633","ENSMUSG00000053046","protein_coding"
"9634","ENSMUSG00000025147","protein_coding"
"9635","ENSMUSG00000037887","protein_coding"
"9636","ENSMUSG00000109859","protein_coding"
"9637","ENSMUSG00000110091","protein_coding"
"9638","ENSMUSG00000110061","protein_coding"
"9639","ENSMUSG00000109655","protein_coding"
"9640","ENSMUSG00000090471","protein_coding"
"9641","ENSMUSG00000054759","protein_coding"
"9642","ENSMUSG00000066101","protein_coding"
"9643","ENSMUSG00000046248","protein_coding"
"9644","ENSMUSG00000073786","protein_coding"
"9645","ENSMUSG00000073785","protein_coding"
"9646","ENSMUSG00000110324","protein_coding"
"9647","ENSMUSG00000056885","protein_coding"
"9648","ENSMUSG00000066100","protein_coding"
"9649","ENSMUSG00000045236","protein_coding"
"9650","ENSMUSG00000045777","protein_coding"
"9651","ENSMUSG00000110040","protein_coding"
"9652","ENSMUSG00000007891","protein_coding"
