"","gene_id","gene_type"
"1130","ENSMUSG00000026510","protein_coding"
"1131","ENSMUSG00000026509","protein_coding"
"1132","ENSMUSG00000038599","protein_coding"
"1133","ENSMUSG00000043429","protein_coding"
"1134","ENSMUSG00000038576","protein_coding"
"1135","ENSMUSG00000079164","protein_coding"
"1136","ENSMUSG00000030768","protein_coding"
"1137","ENSMUSG00000046836","protein_coding"
"1138","ENSMUSG00000042901","protein_coding"
"1139","ENSMUSG00000056050","protein_coding"
"1140","ENSMUSG00000072258","protein_coding"
"1141","ENSMUSG00000053461","protein_coding"
"1142","ENSMUSG00000039384","protein_coding"
"1143","ENSMUSG00000044854","protein_coding"
"1144","ENSMUSG00000039377","protein_coding"
"1145","ENSMUSG00000026621","protein_coding"
"1146","ENSMUSG00000073481","protein_coding"
"1147","ENSMUSG00000039349","protein_coding"
"1148","ENSMUSG00000026620","protein_coding"
"1149","ENSMUSG00000039318","protein_coding"
"1150","ENSMUSG00000026618","protein_coding"
"1151","ENSMUSG00000026617","protein_coding"
"1152","ENSMUSG00000026615","protein_coding"
"1153","ENSMUSG00000026614","protein_coding"
"1154","ENSMUSG00000039246","protein_coding"
"1155","ENSMUSG00000039239","protein_coding"
"1156","ENSMUSG00000001305","protein_coding"
"1157","ENSMUSG00000039224","protein_coding"
"1158","ENSMUSG00000026611","protein_coding"
"1159","ENSMUSG00000039210","protein_coding"
"1160","ENSMUSG00000026610","protein_coding"
"1161","ENSMUSG00000026609","protein_coding"
"1162","ENSMUSG00000026608","protein_coding"
"1163","ENSMUSG00000037624","protein_coding"
"1164","ENSMUSG00000026605","protein_coding"
"1165","ENSMUSG00000026604","protein_coding"
"1166","ENSMUSG00000026603","protein_coding"
"1167","ENSMUSG00000010175","protein_coding"
"1168","ENSMUSG00000089872","protein_coding"
"1169","ENSMUSG00000026634","protein_coding"
"1170","ENSMUSG00000037568","protein_coding"
"1171","ENSMUSG00000066595","protein_coding"
"1172","ENSMUSG00000057072","protein_coding"
"1173","ENSMUSG00000026632","protein_coding"
"1174","ENSMUSG00000062510","protein_coding"
"1175","ENSMUSG00000026630","protein_coding"
"1176","ENSMUSG00000091017","protein_coding"
"1177","ENSMUSG00000026628","protein_coding"
"1178","ENSMUSG00000037499","protein_coding"
"1179","ENSMUSG00000026627","protein_coding"
"1180","ENSMUSG00000026626","protein_coding"
"1181","ENSMUSG00000037474","protein_coding"
"1182","ENSMUSG00000037461","protein_coding"
"1183","ENSMUSG00000026623","protein_coding"
"1184","ENSMUSG00000026622","protein_coding"
"1185","ENSMUSG00000037434","protein_coding"
"1186","ENSMUSG00000049353","protein_coding"
"1187","ENSMUSG00000026637","protein_coding"
"1188","ENSMUSG00000037395","protein_coding"
"1189","ENSMUSG00000058248","protein_coding"
"1190","ENSMUSG00000037375","protein_coding"
"1191","ENSMUSG00000016262","protein_coding"
"1192","ENSMUSG00000016200","protein_coding"
"1193","ENSMUSG00000016181","protein_coding"
"1194","ENSMUSG00000026638","protein_coding"
"1195","ENSMUSG00000079144","protein_coding"
"1196","ENSMUSG00000037318","protein_coding"
"1197","ENSMUSG00000026639","protein_coding"
"1198","ENSMUSG00000016194","protein_coding"
"1199","ENSMUSG00000009633","protein_coding"
"1200","ENSMUSG00000016179","protein_coding"
"1201","ENSMUSG00000026640","protein_coding"
"1202","ENSMUSG00000016494","protein_coding"
"1203","ENSMUSG00000016493","protein_coding"
"1204","ENSMUSG00000016481","protein_coding"
"1205","ENSMUSG00000026616","protein_coding"
"1206","ENSMUSG00000050530","protein_coding"
"1207","ENSMUSG00000026643","protein_coding"
"1208","ENSMUSG00000049950","protein_coding"
"1209","ENSMUSG00000026644","protein_coding"
"1210","ENSMUSG00000026645","protein_coding"
"1211","ENSMUSG00000026650","protein_coding"
"1212","ENSMUSG00000026648","protein_coding"
"1213","ENSMUSG00000026646","protein_coding"
"1214","ENSMUSG00000109865","protein_coding"
"1215","ENSMUSG00000051396","protein_coding"
"1216","ENSMUSG00000039496","protein_coding"
"1217","ENSMUSG00000026655","protein_coding"
"1218","ENSMUSG00000026657","protein_coding"
"1219","ENSMUSG00000039449","protein_coding"
"1220","ENSMUSG00000048186","protein_coding"
"1221","ENSMUSG00000026662","protein_coding"
"1222","ENSMUSG00000026664","protein_coding"
"1223","ENSMUSG00000026668","protein_coding"
"1224","ENSMUSG00000026669","protein_coding"
"1225","ENSMUSG00000026672","protein_coding"
"1226","ENSMUSG00000026676","protein_coding"
"1227","ENSMUSG00000039145","protein_coding"
"1228","ENSMUSG00000039128","protein_coding"
"1229","ENSMUSG00000025817","protein_coding"
"1230","ENSMUSG00000056718","protein_coding"
"1231","ENSMUSG00000025816","protein_coding"
"1232","ENSMUSG00000025815","protein_coding"
"1233","ENSMUSG00000043241","protein_coding"
"1234","ENSMUSG00000045319","protein_coding"
"1235","ENSMUSG00000039063","protein_coding"
"1236","ENSMUSG00000118578","protein_coding"
"1237","ENSMUSG00000039046","protein_coding"
"1238","ENSMUSG00000002107","protein_coding"
"1239","ENSMUSG00000015619","protein_coding"
"1240","ENSMUSG00000025782","protein_coding"
"1241","ENSMUSG00000025781","protein_coding"
"1242","ENSMUSG00000037262","protein_coding"
"1243","ENSMUSG00000037254","protein_coding"
"1244","ENSMUSG00000025780","protein_coding"
"1245","ENSMUSG00000061186","protein_coding"
"1246","ENSMUSG00000026778","protein_coding"
"1247","ENSMUSG00000026773","protein_coding"
"1248","ENSMUSG00000037197","protein_coding"
"1249","ENSMUSG00000026770","protein_coding"
"1250","ENSMUSG00000023206","protein_coding"
"1251","ENSMUSG00000058594","protein_coding"
"1252","ENSMUSG00000047909","protein_coding"
"1253","ENSMUSG00000026768","protein_coding"
"1254","ENSMUSG00000026767","protein_coding"
"1255","ENSMUSG00000026730","protein_coding"
"1256","ENSMUSG00000049630","protein_coding"
"1257","ENSMUSG00000026727","protein_coding"
"1258","ENSMUSG00000026726","protein_coding"
"1259","ENSMUSG00000026723","protein_coding"
"1260","ENSMUSG00000026728","protein_coding"
"1261","ENSMUSG00000003418","protein_coding"
"1262","ENSMUSG00000063275","protein_coding"
"1263","ENSMUSG00000026718","protein_coding"
"1264","ENSMUSG00000061531","protein_coding"
"1265","ENSMUSG00000026712","protein_coding"
"1266","ENSMUSG00000036949","protein_coding"
"1267","ENSMUSG00000057914","protein_coding"
"1268","ENSMUSG00000026707","protein_coding"
"1269","ENSMUSG00000017418","protein_coding"
"1270","ENSMUSG00000075520","protein_coding"
"1271","ENSMUSG00000026748","protein_coding"
"1272","ENSMUSG00000053702","protein_coding"
"1273","ENSMUSG00000062651","protein_coding"
"1274","ENSMUSG00000054074","protein_coding"
"1275","ENSMUSG00000026743","protein_coding"
"1276","ENSMUSG00000026740","protein_coding"
"1277","ENSMUSG00000051154","protein_coding"
"1278","ENSMUSG00000026739","protein_coding"
"1279","ENSMUSG00000037708","protein_coding"
"1280","ENSMUSG00000097638","protein_coding"
"1281","ENSMUSG00000026737","protein_coding"
"1282","ENSMUSG00000037683","protein_coding"
"1283","ENSMUSG00000023094","protein_coding"
"1284","ENSMUSG00000026735","protein_coding"
"1285","ENSMUSG00000026734","protein_coding"
"1286","ENSMUSG00000043415","protein_coding"
"1287","ENSMUSG00000036617","protein_coding"
"1288","ENSMUSG00000036591","protein_coding"
"1289","ENSMUSG00000026679","protein_coding"
"1290","ENSMUSG00000048550","protein_coding"
"1291","ENSMUSG00000045967","protein_coding"
"1292","ENSMUSG00000025716","protein_coding"
"1293","ENSMUSG00000026787","protein_coding"
"1294","ENSMUSG00000026786","protein_coding"
"1295","ENSMUSG00000026784","protein_coding"
"1296","ENSMUSG00000058835","protein_coding"
"1297","ENSMUSG00000026781","protein_coding"
"1298","ENSMUSG00000026779","protein_coding"
"1299","ENSMUSG00000026775","protein_coding"
"1300","ENSMUSG00000026774","protein_coding"
"1301","ENSMUSG00000069132","protein_coding"
"1302","ENSMUSG00000026771","protein_coding"
"1303","ENSMUSG00000026986","protein_coding"
"1304","ENSMUSG00000061809","protein_coding"
"1305","ENSMUSG00000026985","protein_coding"
"1306","ENSMUSG00000044103","protein_coding"
"1307","ENSMUSG00000026984","protein_coding"
"1308","ENSMUSG00000026983","protein_coding"
"1309","ENSMUSG00000046845","protein_coding"
"1310","ENSMUSG00000026981","protein_coding"
"1311","ENSMUSG00000026979","protein_coding"
"1312","ENSMUSG00000026976","protein_coding"
"1313","ENSMUSG00000004113","protein_coding"
"1314","ENSMUSG00000036893","protein_coding"
"1315","ENSMUSG00000026972","protein_coding"
"1316","ENSMUSG00000026974","protein_coding"
"1317","ENSMUSG00000026975","protein_coding"
"1318","ENSMUSG00000036850","protein_coding"
"1319","ENSMUSG00000036833","protein_coding"
"1320","ENSMUSG00000006476","protein_coding"
"1321","ENSMUSG00000036813","protein_coding"
"1322","ENSMUSG00000036805","protein_coding"
"1323","ENSMUSG00000078202","protein_coding"
"1324","ENSMUSG00000059555","protein_coding"
"1325","ENSMUSG00000013465","protein_coding"
"1326","ENSMUSG00000036770","protein_coding"
"1327","ENSMUSG00000026969","protein_coding"
"1328","ENSMUSG00000036752","protein_coding"
"1329","ENSMUSG00000006469","protein_coding"
"1330","ENSMUSG00000089953","protein_coding"
"1331","ENSMUSG00000036731","protein_coding"
"1332","ENSMUSG00000044628","protein_coding"
"1333","ENSMUSG00000115018","protein_coding"
"1334","ENSMUSG00000006471","protein_coding"
"1335","ENSMUSG00000115074","protein_coding"
"1336","ENSMUSG00000078201","protein_coding"
"1337","ENSMUSG00000048707","protein_coding"
"1338","ENSMUSG00000026966","protein_coding"
"1339","ENSMUSG00000026965","protein_coding"
"1340","ENSMUSG00000026963","protein_coding"
"1341","ENSMUSG00000026961","protein_coding"
"1342","ENSMUSG00000026959","protein_coding"
"1343","ENSMUSG00000036646","protein_coding"
"1344","ENSMUSG00000026958","protein_coding"
"1345","ENSMUSG00000026956","protein_coding"
"1346","ENSMUSG00000026955","protein_coding"
"1347","ENSMUSG00000015085","protein_coding"
"1348","ENSMUSG00000015094","protein_coding"
"1349","ENSMUSG00000036587","protein_coding"
"1350","ENSMUSG00000026944","protein_coding"
"1351","ENSMUSG00000047617","protein_coding"
"1352","ENSMUSG00000015093","protein_coding"
"1353","ENSMUSG00000015090","protein_coding"
"1354","ENSMUSG00000026943","protein_coding"
"1355","ENSMUSG00000015083","protein_coding"
"1356","ENSMUSG00000015095","protein_coding"
"1357","ENSMUSG00000026942","protein_coding"
"1358","ENSMUSG00000015092","protein_coding"
"1359","ENSMUSG00000026941","protein_coding"
"1360","ENSMUSG00000036504","protein_coding"
"1361","ENSMUSG00000029419","protein_coding"
"1362","ENSMUSG00000015087","protein_coding"
"1363","ENSMUSG00000026940","protein_coding"
"1364","ENSMUSG00000026939","protein_coding"
"1365","ENSMUSG00000026938","protein_coding"
"1366","ENSMUSG00000036449","protein_coding"
"1367","ENSMUSG00000026937","protein_coding"
"1368","ENSMUSG00000045684","protein_coding"
"1369","ENSMUSG00000047356","protein_coding"
"1370","ENSMUSG00000062061","protein_coding"
"1371","ENSMUSG00000049086","protein_coding"
"1372","ENSMUSG00000079539","protein_coding"
"1373","ENSMUSG00000026936","protein_coding"
"1374","ENSMUSG00000069080","protein_coding"
"1375","ENSMUSG00000085484","protein_coding"
"1376","ENSMUSG00000036401","protein_coding"
"1377","ENSMUSG00000023210","protein_coding"
"1378","ENSMUSG00000059625","protein_coding"
"1379","ENSMUSG00000058740","protein_coding"
"1380","ENSMUSG00000026933","protein_coding"
"1381","ENSMUSG00000036352","protein_coding"
"1382","ENSMUSG00000026932","protein_coding"
"1383","ENSMUSG00000087679","protein_coding"
"1384","ENSMUSG00000026934","protein_coding"
"1385","ENSMUSG00000036327","protein_coding"
"1386","ENSMUSG00000048038","protein_coding"
"1387","ENSMUSG00000026930","protein_coding"
"1388","ENSMUSG00000075467","protein_coding"
"1389","ENSMUSG00000026928","protein_coding"
"1390","ENSMUSG00000036281","protein_coding"
"1391","ENSMUSG00000026927","protein_coding"
"1392","ENSMUSG00000026926","protein_coding"
"1393","ENSMUSG00000026925","protein_coding"
"1394","ENSMUSG00000026924","protein_coding"
"1395","ENSMUSG00000026923","protein_coding"
"1396","ENSMUSG00000026921","protein_coding"
"1397","ENSMUSG00000092356","protein_coding"
"1398","ENSMUSG00000026922","protein_coding"
"1399","ENSMUSG00000036186","protein_coding"
"1400","ENSMUSG00000026919","protein_coding"
"1401","ENSMUSG00000015787","protein_coding"
"1402","ENSMUSG00000036160","protein_coding"
"1403","ENSMUSG00000015776","protein_coding"
"1404","ENSMUSG00000062647","protein_coding"
"1405","ENSMUSG00000015790","protein_coding"
"1406","ENSMUSG00000014873","protein_coding"
"1407","ENSMUSG00000014867","protein_coding"
"1408","ENSMUSG00000049897","protein_coding"
"1409","ENSMUSG00000052406","protein_coding"
"1410","ENSMUSG00000014852","protein_coding"
"1411","ENSMUSG00000015488","protein_coding"
"1412","ENSMUSG00000036067","protein_coding"
"1413","ENSMUSG00000087364","protein_coding"
"1414","ENSMUSG00000009214","protein_coding"
"1415","ENSMUSG00000036040","protein_coding"
"1416","ENSMUSG00000009216","protein_coding"
"1417","ENSMUSG00000000889","protein_coding"
"1418","ENSMUSG00000009614","protein_coding"
"1419","ENSMUSG00000009621","protein_coding"
"1420","ENSMUSG00000109946","protein_coding"
"1421","ENSMUSG00000026918","protein_coding"
"1422","ENSMUSG00000026917","protein_coding"
"1423","ENSMUSG00000015846","protein_coding"
"1424","ENSMUSG00000026837","protein_coding"
"1425","ENSMUSG00000026835","protein_coding"
"1426","ENSMUSG00000026833","protein_coding"
"1427","ENSMUSG00000035829","protein_coding"
"1428","ENSMUSG00000026831","protein_coding"
"1429","ENSMUSG00000035772","protein_coding"
"1430","ENSMUSG00000026829","protein_coding"
"1431","ENSMUSG00000026821","protein_coding"
"1432","ENSMUSG00000026818","protein_coding"
"1433","ENSMUSG00000026816","protein_coding"
"1434","ENSMUSG00000026815","protein_coding"
"1435","ENSMUSG00000026812","protein_coding"
"1436","ENSMUSG00000026809","protein_coding"
"1437","ENSMUSG00000026807","protein_coding"
"1438","ENSMUSG00000035666","protein_coding"
"1439","ENSMUSG00000026806","protein_coding"
"1440","ENSMUSG00000026805","protein_coding"
"1441","ENSMUSG00000079502","protein_coding"
"1442","ENSMUSG00000026803","protein_coding"
"1443","ENSMUSG00000043535","protein_coding"
"1444","ENSMUSG00000035513","protein_coding"
"1445","ENSMUSG00000026799","protein_coding"
"1446","ENSMUSG00000039844","protein_coding"
"1447","ENSMUSG00000079497","protein_coding"
"1448","ENSMUSG00000039826","protein_coding"
"1449","ENSMUSG00000026798","protein_coding"
"1450","ENSMUSG00000059316","protein_coding"
"1451","ENSMUSG00000069020","protein_coding"
"1452","ENSMUSG00000039787","protein_coding"
"1453","ENSMUSG00000026790","protein_coding"
"1454","ENSMUSG00000019715","protein_coding"
"1455","ENSMUSG00000057738","protein_coding"
"1456","ENSMUSG00000039715","protein_coding"
"1457","ENSMUSG00000054766","protein_coding"
"1458","ENSMUSG00000026785","protein_coding"
"1459","ENSMUSG00000015335","protein_coding"
"1460","ENSMUSG00000039686","protein_coding"
"1461","ENSMUSG00000039678","protein_coding"
"1462","ENSMUSG00000015337","protein_coding"
"1463","ENSMUSG00000039660","protein_coding"
"1464","ENSMUSG00000039648","protein_coding"
"1465","ENSMUSG00000007476","protein_coding"
"1466","ENSMUSG00000099041","protein_coding"
"1467","ENSMUSG00000079484","protein_coding"
"1468","ENSMUSG00000075419","protein_coding"
"1469","ENSMUSG00000052533","protein_coding"
"1470","ENSMUSG00000026860","protein_coding"
"1471","ENSMUSG00000026858","protein_coding"
"1472","ENSMUSG00000026856","protein_coding"
"1473","ENSMUSG00000026853","protein_coding"
"1474","ENSMUSG00000039515","protein_coding"
"1475","ENSMUSG00000089762","protein_coding"
"1476","ENSMUSG00000047363","protein_coding"
"1477","ENSMUSG00000044320","protein_coding"
"1478","ENSMUSG00000026857","protein_coding"
"1479","ENSMUSG00000039483","protein_coding"
"1480","ENSMUSG00000039476","protein_coding"
"1481","ENSMUSG00000050737","protein_coding"
"1482","ENSMUSG00000026848","protein_coding"
"1483","ENSMUSG00000026849","protein_coding"
"1484","ENSMUSG00000026851","protein_coding"
"1485","ENSMUSG00000026854","protein_coding"
"1486","ENSMUSG00000075415","protein_coding"
"1487","ENSMUSG00000000194","protein_coding"
"1488","ENSMUSG00000062661","protein_coding"
"1489","ENSMUSG00000055632","protein_coding"
"1490","ENSMUSG00000076441","protein_coding"
"1491","ENSMUSG00000026843","protein_coding"
"1492","ENSMUSG00000079466","protein_coding"
"1493","ENSMUSG00000039356","protein_coding"
"1494","ENSMUSG00000026842","protein_coding"
"1495","ENSMUSG00000118600","protein_coding"
"1496","ENSMUSG00000043102","protein_coding"
"1497","ENSMUSG00000026841","protein_coding"
"1498","ENSMUSG00000026840","protein_coding"
"1499","ENSMUSG00000001864","protein_coding"
"1500","ENSMUSG00000001855","protein_coding"
"1501","ENSMUSG00000050592","protein_coding"
"1502","ENSMUSG00000051373","protein_coding"
"1503","ENSMUSG00000039262","protein_coding"
"1504","ENSMUSG00000039254","protein_coding"
"1505","ENSMUSG00000002550","protein_coding"
"1506","ENSMUSG00000044627","protein_coding"
"1507","ENSMUSG00000002546","protein_coding"
"1508","ENSMUSG00000026825","protein_coding"
"1509","ENSMUSG00000039205","protein_coding"
"1510","ENSMUSG00000039195","protein_coding"
"1511","ENSMUSG00000026822","protein_coding"
"1512","ENSMUSG00000026820","protein_coding"
"1513","ENSMUSG00000026819","protein_coding"
"1514","ENSMUSG00000039164","protein_coding"
"1515","ENSMUSG00000039157","protein_coding"
"1516","ENSMUSG00000026810","protein_coding"
"1517","ENSMUSG00000046854","protein_coding"
"1518","ENSMUSG00000079442","protein_coding"
"1519","ENSMUSG00000026811","protein_coding"
"1520","ENSMUSG00000026817","protein_coding"
"1521","ENSMUSG00000026814","protein_coding"
"1522","ENSMUSG00000009566","protein_coding"
"1523","ENSMUSG00000009555","protein_coding"
"1524","ENSMUSG00000059013","protein_coding"
"1525","ENSMUSG00000039021","protein_coding"
"1526","ENSMUSG00000009563","protein_coding"
"1527","ENSMUSG00000053746","protein_coding"
"1528","ENSMUSG00000038987","protein_coding"
"1529","ENSMUSG00000026797","protein_coding"
"1530","ENSMUSG00000026796","protein_coding"
"1531","ENSMUSG00000026792","protein_coding"
"1532","ENSMUSG00000038900","protein_coding"
"1533","ENSMUSG00000026791","protein_coding"
"1534","ENSMUSG00000038860","protein_coding"
"1535","ENSMUSG00000038831","protein_coding"
"1536","ENSMUSG00000004105","protein_coding"
"1537","ENSMUSG00000068966","protein_coding"
"1538","ENSMUSG00000026788","protein_coding"
"1539","ENSMUSG00000038765","protein_coding"
"1540","ENSMUSG00000038740","protein_coding"
"1541","ENSMUSG00000038718","protein_coding"
"1542","ENSMUSG00000038696","protein_coding"
"1543","ENSMUSG00000026867","protein_coding"
"1544","ENSMUSG00000026864","protein_coding"
"1545","ENSMUSG00000070953","protein_coding"
"1546","ENSMUSG00000035949","protein_coding"
"1547","ENSMUSG00000107167","protein_coding"
"1548","ENSMUSG00000026869","protein_coding"
"1549","ENSMUSG00000026870","protein_coding"
"1550","ENSMUSG00000026873","protein_coding"
"1551","ENSMUSG00000026875","protein_coding"
"1552","ENSMUSG00000026874","protein_coding"
"1553","ENSMUSG00000035875","protein_coding"
"1554","ENSMUSG00000057110","protein_coding"
"1555","ENSMUSG00000026878","protein_coding"
"1556","ENSMUSG00000026879","protein_coding"
"1557","ENSMUSG00000026880","protein_coding"
"1558","ENSMUSG00000026882","protein_coding"
"1559","ENSMUSG00000079421","protein_coding"
"1560","ENSMUSG00000035778","protein_coding"
"1561","ENSMUSG00000026883","protein_coding"
"1562","ENSMUSG00000026885","protein_coding"
"1563","ENSMUSG00000026895","protein_coding"
"1564","ENSMUSG00000026894","protein_coding"
"1565","ENSMUSG00000026890","protein_coding"
"1566","ENSMUSG00000026889","protein_coding"
"1567","ENSMUSG00000026887","protein_coding"
"1568","ENSMUSG00000047250","protein_coding"
"1569","ENSMUSG00000113163","protein_coding"
"1570","ENSMUSG00000068950","protein_coding"
"1571","ENSMUSG00000094464","protein_coding"
"1572","ENSMUSG00000094266","protein_coding"
"1573","ENSMUSG00000075387","protein_coding"
"1574","ENSMUSG00000111869","protein_coding"
"1575","ENSMUSG00000096822","protein_coding"
"1576","ENSMUSG00000059251","protein_coding"
"1577","ENSMUSG00000094764","protein_coding"
"1578","ENSMUSG00000111863","protein_coding"
"1579","ENSMUSG00000049315","protein_coding"
"1580","ENSMUSG00000111021","protein_coding"
"1581","ENSMUSG00000075384","protein_coding"
"1582","ENSMUSG00000050015","protein_coding"
"1583","ENSMUSG00000075383","protein_coding"
"1584","ENSMUSG00000053146","protein_coding"
"1585","ENSMUSG00000075382","protein_coding"
"1586","ENSMUSG00000055088","protein_coding"
"1587","ENSMUSG00000075380","protein_coding"
"1588","ENSMUSG00000070943","protein_coding"
"1589","ENSMUSG00000055838","protein_coding"
"1590","ENSMUSG00000075379","protein_coding"
"1591","ENSMUSG00000083361","protein_coding"
"1592","ENSMUSG00000075378","protein_coding"
"1593","ENSMUSG00000075377","protein_coding"
"1594","ENSMUSG00000078198","protein_coding"
"1595","ENSMUSG00000059429","protein_coding"
"1596","ENSMUSG00000068947","protein_coding"
"1597","ENSMUSG00000049018","protein_coding"
"1598","ENSMUSG00000009030","protein_coding"
"1599","ENSMUSG00000075376","protein_coding"
"1600","ENSMUSG00000066798","protein_coding"
"1601","ENSMUSG00000050714","protein_coding"
"1602","ENSMUSG00000035437","protein_coding"
"1603","ENSMUSG00000026915","protein_coding"
"1604","ENSMUSG00000053164","protein_coding"
"1605","ENSMUSG00000035403","protein_coding"
"1606","ENSMUSG00000035392","protein_coding"
"1607","ENSMUSG00000000247","protein_coding"
"1608","ENSMUSG00000026749","protein_coding"
"1609","ENSMUSG00000026750","protein_coding"
"1610","ENSMUSG00000026751","protein_coding"
"1611","ENSMUSG00000063972","protein_coding"
"1612","ENSMUSG00000046618","protein_coding"
"1613","ENSMUSG00000035295","protein_coding"
"1614","ENSMUSG00000062997","protein_coding"
"1615","ENSMUSG00000026755","protein_coding"
"1616","ENSMUSG00000026754","protein_coding"
"1617","ENSMUSG00000035236","protein_coding"
"1618","ENSMUSG00000026753","protein_coding"
"1619","ENSMUSG00000049252","protein_coding"
"1620","ENSMUSG00000026866","protein_coding"
"1621","ENSMUSG00000049744","protein_coding"
"1622","ENSMUSG00000036890","protein_coding"
"1623","ENSMUSG00000026872","protein_coding"
"1624","ENSMUSG00000052155","protein_coding"
"1625","ENSMUSG00000026761","protein_coding"
"1626","ENSMUSG00000036792","protein_coding"
"1627","ENSMUSG00000069495","protein_coding"
"1628","ENSMUSG00000026764","protein_coding"
"1629","ENSMUSG00000026765","protein_coding"
"1630","ENSMUSG00000050447","protein_coding"
"1631","ENSMUSG00000026766","protein_coding"
"1632","ENSMUSG00000017144","protein_coding"
"1633","ENSMUSG00000056115","protein_coding"
"1634","ENSMUSG00000036249","protein_coding"
"1635","ENSMUSG00000026946","protein_coding"
"1636","ENSMUSG00000053475","protein_coding"
"1637","ENSMUSG00000036202","protein_coding"
"1638","ENSMUSG00000026950","protein_coding"
"1639","ENSMUSG00000036093","protein_coding"
"1640","ENSMUSG00000017412","protein_coding"
"1641","ENSMUSG00000055371","protein_coding"
"1642","ENSMUSG00000036053","protein_coding"
"1643","ENSMUSG00000061136","protein_coding"
"1644","ENSMUSG00000026960","protein_coding"
"1645","ENSMUSG00000075334","protein_coding"
"1646","ENSMUSG00000060988","protein_coding"
"1647","ENSMUSG00000026824","protein_coding"
"1648","ENSMUSG00000026826","protein_coding"
"1649","ENSMUSG00000026827","protein_coding"
"1650","ENSMUSG00000026828","protein_coding"
"1651","ENSMUSG00000026830","protein_coding"
"1652","ENSMUSG00000026832","protein_coding"
"1653","ENSMUSG00000026834","protein_coding"
"1654","ENSMUSG00000026836","protein_coding"
"1655","ENSMUSG00000026839","protein_coding"
"1656","ENSMUSG00000036641","protein_coding"
"1657","ENSMUSG00000026991","protein_coding"
"1658","ENSMUSG00000026989","protein_coding"
"1659","ENSMUSG00000035168","protein_coding"
"1660","ENSMUSG00000026988","protein_coding"
"1661","ENSMUSG00000026987","protein_coding"
"1662","ENSMUSG00000026977","protein_coding"
"1663","ENSMUSG00000060703","protein_coding"
"1664","ENSMUSG00000026980","protein_coding"
"1665","ENSMUSG00000054580","protein_coding"
"1666","ENSMUSG00000026971","protein_coding"
"1667","ENSMUSG00000026970","protein_coding"
"1668","ENSMUSG00000064289","protein_coding"
"1669","ENSMUSG00000026914","protein_coding"
"1670","ENSMUSG00000035033","protein_coding"
"1671","ENSMUSG00000026904","protein_coding"
"1672","ENSMUSG00000035000","protein_coding"
"1673","ENSMUSG00000000394","protein_coding"
"1674","ENSMUSG00000000392","protein_coding"
"1675","ENSMUSG00000026896","protein_coding"
"1676","ENSMUSG00000026893","protein_coding"
"1677","ENSMUSG00000059742","protein_coding"
"1678","ENSMUSG00000075324","protein_coding"
"1679","ENSMUSG00000026888","protein_coding"
"1680","ENSMUSG00000034903","protein_coding"
"1681","ENSMUSG00000061171","protein_coding"
"1682","ENSMUSG00000057182","protein_coding"
"1683","ENSMUSG00000075318","protein_coding"
"1684","ENSMUSG00000044647","protein_coding"
"1685","ENSMUSG00000026994","protein_coding"
"1686","ENSMUSG00000034848","protein_coding"
"1687","ENSMUSG00000064329","protein_coding"
"1688","ENSMUSG00000075316","protein_coding"
"1689","ENSMUSG00000034810","protein_coding"
"1690","ENSMUSG00000027022","protein_coding"
"1691","ENSMUSG00000034780","protein_coding"
"1692","ENSMUSG00000027030","protein_coding"
"1693","ENSMUSG00000053896","protein_coding"
"1694","ENSMUSG00000079324","protein_coding"
"1695","ENSMUSG00000027035","protein_coding"
"1696","ENSMUSG00000034738","protein_coding"
"1697","ENSMUSG00000005233","protein_coding"
"1698","ENSMUSG00000005232","protein_coding"
"1699","ENSMUSG00000027048","protein_coding"
"1700","ENSMUSG00000027068","protein_coding"
"1701","ENSMUSG00000027070","protein_coding"
"1702","ENSMUSG00000063145","protein_coding"
"1703","ENSMUSG00000075307","protein_coding"
"1704","ENSMUSG00000027086","protein_coding"
"1705","ENSMUSG00000042133","protein_coding"
"1706","ENSMUSG00000070883","protein_coding"
"1707","ENSMUSG00000027088","protein_coding"
"1708","ENSMUSG00000042155","protein_coding"
"1709","ENSMUSG00000068882","protein_coding"
"1710","ENSMUSG00000051730","protein_coding"
"1711","ENSMUSG00000044308","protein_coding"
"1712","ENSMUSG00000042064","protein_coding"
"1713","ENSMUSG00000075304","protein_coding"
"1714","ENSMUSG00000075302","protein_coding"
"1715","ENSMUSG00000070880","protein_coding"
"1716","ENSMUSG00000014959","protein_coding"
"1717","ENSMUSG00000041997","protein_coding"
"1718","ENSMUSG00000041975","protein_coding"
"1719","ENSMUSG00000041966","protein_coding"
"1720","ENSMUSG00000027015","protein_coding"
"1721","ENSMUSG00000027012","protein_coding"
"1722","ENSMUSG00000027010","protein_coding"
"1723","ENSMUSG00000027018","protein_coding"
"1724","ENSMUSG00000041921","protein_coding"
"1725","ENSMUSG00000041911","protein_coding"
"1726","ENSMUSG00000023391","protein_coding"
"1727","ENSMUSG00000027111","protein_coding"
"1728","ENSMUSG00000006494","protein_coding"
"1729","ENSMUSG00000049044","protein_coding"
"1730","ENSMUSG00000004085","protein_coding"
"1731","ENSMUSG00000055612","protein_coding"
"1732","ENSMUSG00000027109","protein_coding"
"1733","ENSMUSG00000027108","protein_coding"
"1734","ENSMUSG00000068859","protein_coding"
"1735","ENSMUSG00000041777","protein_coding"
"1736","ENSMUSG00000008226","protein_coding"
"1737","ENSMUSG00000041762","protein_coding"
